CustomerID	NameStyle	Title	FirstName	MiddleName	LastName	Suffix	CompanyName	SalesPerson	EmailAddress	Phone	PasswordHash	PasswordSalt	ModifiedDate
346	0	Mr.	Ranjit	Rudra	Varkey Chudukatil		Great Bicycle Supply	adventure-works\jillian0	ranjit1@adventure-works.com	810-555-0160	VTpXtJAiSxeJraHh5mkwwAsGYMllZYzsOBpb2cu8rrQ=	FNe76Vk=	2005-08-01 00:00:00
347	0	Ms.	Ingrid	K.	Burkhardt		Bike Universe	adventure-works\shu0	ingrid0@adventure-works.com	857-555-0187	cvCHW2+xxa0C0SWtoYyn83PAIn6qI39SbK+kOK+gUGI=	6QL/f9s=	2005-08-01 00:00:00
348	0	Mr.	Oscar	L.	Alpuerto		Bold Bike Accessories	adventure-works\linda3	oscar0@adventure-works.com	855-555-0174	P1Osji8Ez9uYQCzuZXjnutazXvhAlWDRLjCcTcJb/Ug=	CGYtmQ4=	2005-08-01 00:00:00
349	0	Mr.	Gary	T	Vargas		Exercise Center	adventure-works\shu0	gary6@adventure-works.com	112-555-0176	WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=	Zkv5OCw=	2006-09-01 00:00:00
352	0	Mr.	Shane	S.	Kim		Twelfth Bike Store	adventure-works\josé1	shane2@adventure-works.com	155-555-0149	XRbPUzkzKesTrEzvftw5uMTagaFkYgTZJJlBScNp0hc=	4YXPsTU=	2006-08-01 00:00:00
353	0	Ms.	Joan	M.	Campbell		Two-Wheeled Transit Company	adventure-works\josé1	joan0@adventure-works.com	700-555-0155	hKb4COq5+4SAW8APMfmPmILk4cdhwtpjpD7Yx8xcx9U=	eVaIdvY=	2005-08-01 00:00:00
354	0	Mr.	Maxwell	J.	Amland		Serious Cycles	adventure-works\garrett1	maxwell0@adventure-works.com	614-555-0134	8/5CuOyL4qEu4tD2KEd4x1h5OahPfcmZg9L7+F0ATDI=	qoGU2YA=	2005-08-01 00:00:00
358	0	Mr.	Joe		Kim		Mail Market	adventure-works\jae0	joe1@adventure-works.com	1 (11) 500 555-0144	/1zuZO01NBBN+zaoVVHAp+srLdfFp0nBmPrSBGPulOc=	jMsXQbs=	2007-08-01 00:00:00
360	0	Ms.	Ramona	J.	Antrim		Novelty Bikes	adventure-works\michael9	ramona0@adventure-works.com	327-555-0148	CkSWR0RMQArXpZJnpZgCnzSPuw3PUh/1jTmWPcrjYyM=	7xa5oqo=	2007-08-01 00:00:00
361	0	Ms.	Karan		Khanna		Fitness Supplies	adventure-works\pamela0	karan1@adventure-works.com	390-555-0150	KQnTVrF88pDtzAwfV+7dDpsvf4FFaBRltsryZggImmI=	jZhDom8=	2007-08-01 00:00:00
362	0	Ms.	Sharon	A.	Crow		Grand Cycle Store	adventure-works\david8	sharon1@adventure-works.com	889-555-0176	u9lXZ1SCNDVCKj0H19LBkxxmWQr7JPXmZP2LU5LZIec=	xUz/uts=	2007-08-01 00:00:00
363	0	Mr.	Chris		Ashton		Immense Manufacturing Company	adventure-works\jillian0	chris3@adventure-works.com	556-555-0145	wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=	3VRtZxg=	2007-08-01 00:00:00
364	0	Mr.	Imtiaz		Khan		District Mall	adventure-works\jillian0	imtiaz0@adventure-works.com	249-555-0179	NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=	Cdwoi3o=	2005-08-01 00:00:00
365	0	Mr.	Jack		Creasey		Distinctive Store	adventure-works\shu0	jack2@adventure-works.com	539-555-0182	ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=	7wlaV4Y=	2005-09-01 00:00:00
366	0	Ms.	Teresa		Atkinson		Extended Bike Sales	adventure-works\linda3	teresa0@adventure-works.com	129-555-0110	t+VbX7JvYz3GISo+HPpubYQr00RQKJLNqOx1dQdMKCc=	bwG1Wck=	2005-09-01 00:00:00
367	0	Ms.	Tammy	J.	Khan		Brown Bicycle Company	adventure-works\shu0	tammy0@adventure-works.com	145-555-0166	NTtGPrBoJXekEg2D/ryHHVYGX/fuL0VeSrhQjzykBiQ=	3D0YsUM=	2005-09-01 00:00:00
370	0	Ms.	Elizabeth		Keyser		Acceptable Sales & Service	adventure-works\josé1	elizabeth2@adventure-works.com	656-555-0173	gD2lOrxAy3p4xvTGUYnECk5ROZd03OslvHCY+XDxQwI=	/P0XMaQ=	2005-08-01 00:00:00
371	0	Mr.	Bruno		Costa Da Silva		Custom Sales and Service	adventure-works\josé1	bruno0@adventure-works.com	140-555-0143	iaQDSUY3hGgPoKQBMqMHb4jSlVLSNnjgd2j2jsX9rJs=	MY+7QbE=	2005-08-01 00:00:00
372	0	Ms.	Katherine	K.	Swan		Top Bike Market	adventure-works\garrett1	katherine1@adventure-works.com	421-555-0192	KP0aM3OevdwcZrEJTRWtCuCiSKfiPhktKN5FqHTnYhM=	yv8Jhf8=	2007-09-01 00:00:00
376	0	Ms.	Mary	R.	Kesslep		Commerce Bicycle Specialists	adventure-works\jae0	mary8@adventure-works.com	1 (11) 500 555-0146	7OO7XsLMZcOhwoxw8KRfz/SjxQ3qCIVQqjRMtpyV/EY=	J1cVbE8=	2006-08-01 00:00:00
377	0	Mr.	Marlin	M.	Coriell		Grand Sport Boutique	adventure-works\michael9	marlin0@adventure-works.com	941-555-0155	mWVOfXPZkIFZzQA0Ilekhl49LfhS31vdOtYEmBKSIkk=	FSkdXTM=	2006-08-01 00:00:00
379	0	Mr.	Kevin		Kennedy		Fad Outlet	adventure-works\pamela0	kevin4@adventure-works.com	275-555-0179	FI+QpFgzPmmfZMk6bavb0AtoPMvD4CZ/+wGuwYgso3g=	B+59kWs=	2006-09-01 00:00:00
380	0	Ms.	Eva		Corets		First Department Stores	adventure-works\david8	eva0@adventure-works.com	542-555-0164	vcqabvDo1Fnle8WElVwwEwNwCGZKfSJvDCUVyps/SuQ=	gF7bPbY=	2006-07-01 00:00:00
381	0	Ms.	Julie		Taft-Rider		Bicycle Lines Distributors	adventure-works\jillian0	julie1@adventure-works.com	145-555-0194	BQF73YAE2cFDpeWDP0v7uA0/ZGhGgw1xxiMQqe74r7I=	6ZebGOE=	2006-08-01 00:00:00
382	0	Mr.	Robert		Kelly		Beneficial Exercises and Activities	adventure-works\jillian0	robert7@adventure-works.com	510-555-0123	JM8Jl1msELWEL8AlgkQ/cej3rlO0TFq13PfmQ/bHakM=	OLqP9tg=	2006-09-01 00:00:00
383	0	Mr.	Scott		Cooper		Vehicle Shop	adventure-works\shu0	scott2@adventure-works.com	773-555-0182	BEePqLIHwU7zsFCJQcHQ8OGm8nkvUlj8YPFAT/teYOc=	+v0uddA=	2005-10-01 00:00:00
384	0	Mr.	Clarence	R.	Tatman		Sparkling Paint and Finishes	adventure-works\linda3	clarence0@adventure-works.com	787-555-0128	266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=	kCUx/bc=	2005-08-01 00:00:00
385	0	Mr.	John		Kelly		Sturdy Toys	adventure-works\shu0	john22@adventure-works.com	330-555-0116	tYV64ygQjda9WaWGc8CfVwqOiTHscX15aCHq9OPvjkw=	a2bt7rI=	2005-08-01 00:00:00
388	0	Mr.	Victor	A.	Kelley		Road Way Sales and Rental	adventure-works\josé1	victor0@adventure-works.com	112-555-0195	Mm7GafEB1oHJXept9uxIAGnsc2jKRzr0UgDRANPqAsI=	j/3FTKs=	2006-12-01 00:00:00
389	0	Ms.	Dorothy	J.	Contreras		Sixth Bike Store	adventure-works\josé1	dorothy0@adventure-works.com	428-555-0176	NEJS/vq9oswLdLNa4VH0fbwb+fgxDYIHg2hPP1fn7t4=	lnEeim8=	2005-08-01 00:00:00
390	0	Mr.	Mike	M.	Taylor		Plastic Parts Company	adventure-works\garrett1	mike6@adventure-works.com	204-555-0189	3/sdWTV1ScxayLuSf0nc6Wbyci2VcabsIBhV/KlQyZ0=	abgBRtE=	2005-11-01 00:00:00
394	0	Ms.	Bonnie		Kearney		Little Sports Center	adventure-works\jae0	bonnie1@adventure-works.com	1 (11) 500 555-0116	UUjDa8Zdc4Zz63sgzUXpnW3zOJwJZoBuQjoNvF2FVs0=	SNjG3l0=	2007-08-01 00:00:00
395	0	Ms.	June	B.	Brunner		Online Bike Sellers	adventure-works\michael9	june0@adventure-works.com	249-555-0172	V74x3qYKzA71fWSI3y7gFD552b65vQ+acGzI6wdBsQ4=	hY2Xf6o=	2006-09-01 00:00:00
397	0	Mr.	Sandeep		Katyal		Capable Sales and Service	adventure-works\pamela0	sandeep2@adventure-works.com	928-555-0117	EAI1ECvxzm9o9MbS8sPVK9QqTkerK/+KO5Wt6escxwY=	7xO2UQE=	2005-07-01 00:00:00
398	0	Ms.	Shirley	R.	Bruner		Commendable Bikes	adventure-works\david8	shirley0@adventure-works.com	383-555-0155	haGTwCpR1pahJRX/490ASvk+bkWOZv828Z8Krd0XO50=	Jmtgb40=	2006-07-01 00:00:00
399	0	Mr.	Chad	J.	Tedford		Big Cycle Mall	adventure-works\jillian0	chad1@adventure-works.com	588-555-0128	SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=	+apUSQU=	2007-08-01 00:00:00
400	0	Mr.	Peter		Houston		Local Sales and Rental	adventure-works\jillian0	peter3@adventure-works.com	632-555-0171	NmON5fxy8YJbaxIrc6lSHicKQ9t/hBGfB1lwcWOr+xc=	Q5WaAeA=	2007-09-01 00:00:00
401	0	Mr.	Tom	H	Johnston		Brightwork Company	adventure-works\shu0	tom1@adventure-works.com	883-555-0177	WonAzK7XRDoFn66D6qVMzma60dA96LHtk2lz7a28mI4=	0lp7vWg=	2005-08-01 00:00:00
402	0	Ms.	Marian	M.	Berch		Pro Sporting Goods	adventure-works\linda3	marian0@adventure-works.com	640-555-0198	xvClDu5JJr01TcnxmN1vuMKxvRmlPKIxxZHZVEPs8bk=	5qLSJhI=	2005-08-01 00:00:00
403	0	Ms.	Juanita	J.	Holman		Affordable Sports Equipment	adventure-works\shu0	juanita0@adventure-works.com	996-555-0196	aJNRDB5SUe0Z3cvfmFqrv/H8fOL9ZoIJhk2iqtM/244=	RvrCF5g=	2005-08-01 00:00:00
406	0	Mr.	Eddie	M.	Holmes		The Commissary	adventure-works\josé1	eddie0@adventure-works.com	570-555-0199	ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=	S111y4k=	2006-12-01 00:00:00
407	0	Mr.	Robert	A.	Avalos		Workout Emporium	adventure-works\josé1	robert2@adventure-works.com	665-555-0198	V09BZHvbhAXD4fluXDexe9/89mGNsFPrGa/5NMiJBRU=	3lDpoDs=	2007-09-01 00:00:00
408	0	Mr.	Alexander	J.	Berger	II	Odometers and Accessories Company	adventure-works\garrett1	alexander0@adventure-works.com	519-555-0151	xGCe2CsXuZvX8e6v4sTb/+XoU+4gWDQEnJADwhDsrhg=	ns1gQU4=	2007-09-01 00:00:00
412	0	Ms.	Jean	J.	Holloway		Leisure Clearing House	adventure-works\jae0	jean2@adventure-works.com	1 (11) 500 555-0181	Hx2n4MFm10Hr0PL/j104QJK1WuHogx9N0H2U16PqpeM=	v8LsuAE=	2006-08-01 00:00:00
415	0	Mr.	Greg		Chapman		Imaginary Toys	adventure-works\pamela0	greg1@adventure-works.com	708-555-0169	O4klT8SXfYnT7o3qMpvaJ2lqs00qG6/UsfyahQihxFU=	Ze2j4rQ=	2006-07-01 00:00:00
416	0	Ms.	Angela		Barbariol		Impromptu Trips	adventure-works\david8	angela1@adventure-works.com	134-555-0182	dT+8gAkuDqXAvfiIcTsiHoTPkfgs4bJuTILNGQjjc0g=	aKMOOAA=	2006-07-01 00:00:00
417	0	Ms.	Ruth	A.	Choin		Genuine Bike Shop	adventure-works\jillian0	ruth1@adventure-works.com	273-555-0181	ZJ2widMDceVmN30pfgwzpo2Z53AGVrr2LIlFccG4KEc=	BuagBic=	2005-09-01 00:00:00
418	0	Mr.	Lee	J.	Chapla		Good Bike Shop	adventure-works\jillian0	lee0@adventure-works.com	223-555-0184	yRB9ce1nhQby11wW4ZjaqdAHLcagnHeelEySfrDOivk=	af0s25U=	2005-09-01 00:00:00
419	0	Mr.	Darrell	M.	Banks		Exertion Activities Club	adventure-works\shu0	darrell0@adventure-works.com	816-555-0118	GVYXCGfsj47VsZUEhhRmXnl3+57f28vVF3wGHfli7oU=	p9JC+Qs=	2005-09-01 00:00:00
420	0	Mr.	Anthony		Chor		Extreme Riding Supplies	adventure-works\linda3	anthony0@adventure-works.com	429-555-0145	8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=	tAAs8Fk=	2007-09-01 00:00:00
421	0	Mr.	Forrest	J.	Chandler		Fitness Cycling	adventure-works\shu0	forrest0@adventure-works.com	448-555-0179	QHqQuKTbipj1cJzbCkCMH+zQGE09jtToYi9uy0cv77E=	KOGA0IE=	2007-07-01 00:00:00
424	0	Mr.	Eli		Bowen		Bikes for Two	adventure-works\josé1	eli0@adventure-works.com	371-555-0143	lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=	7P8PxcQ=	2006-09-01 00:00:00
425	0	Mr.	Stephen	Yuan	Jiang		Bikes for Kids and Adults	adventure-works\josé1	stephen3@adventure-works.com	910-555-0116	SqD2biQr39fo9zJnjNrYH0b9Ww+jQyq4h+t6vSz0/4M=	8fDglPw=	2006-07-01 00:00:00
426	0	Mr.	Dirk	J.	Bruno		Custom Accessories Company	adventure-works\garrett1	dirk0@adventure-works.com	817-555-0114	XaEqG3bH0NhFTn8IBCk4SidcF444Tnvqqr5UjGUiN7E=	DblcZuo=	2006-08-01 00:00:00
430	0	Sr.	Gustavo		Camargo		Uttermost Bike Shop	adventure-works\jae0	gustavo1@adventure-works.com	1 (11) 500 555-0118	+hCthjbuE+VctSZXuurfmfusjXPrneMHQFQLVjTsnuE=	fS7eEaQ=	2006-08-01 00:00:00
431	0	Mr.	Douglas	A.	Baldwin	Jr.	Small Cycle Store	adventure-works\michael9	douglas1@adventure-works.com	583-555-0130	9lHdXDAUHUKcA9bEprsps9C8mGNyVVPQ36yJe1BxrWw=	TmbNGeI=	2005-07-01 00:00:00
433	0	Ms.	Lindsey	R.	Camacho		Thorough Parts and Repair Services	adventure-works\pamela0	lindsey0@adventure-works.com	827-555-0143	6puEloqDRSg8AhINyUQ7qORZUS5CON8jUaFikiprWVo=	bhH3VWU=	2005-08-01 00:00:00
434	0	Mr.	James	B.	Bailey	Jr.	Road-Way Mart	adventure-works\david8	james3@adventure-works.com	234-555-0112	ZRFnYyY0jR0KxF7thOVIbZAFk+RsH+WO0kvZDRTup2Y=	4TnK5Fo=	2006-10-01 00:00:00
435	0	Ms.	Carol	B.	Elliott		Satin Finish Company	adventure-works\jillian0	carol2@adventure-works.com	847-555-0151	TIOaZdFb/aFk03gncvEijaflLdTkxJfJnFJXXZdBDds=	PavVqD4=	2006-08-01 00:00:00
436	0	Ms.	Barbara	J.	Calone		Sheet Metal Manufacturing	adventure-works\jillian0	barbara2@adventure-works.com	145-555-0152	W+klFtJ6V2H2UQK1pJdYy2MEbai2eYSHD0QGx02rFw8=	8iuXJ0k=	2006-08-01 00:00:00
437	0	Ms.	Megan	E.	Burke		Professional Cycle Store	adventure-works\shu0	megan0@adventure-works.com	148-555-0149	/96oQfFuq06DWi8P5TZqIU/tF2E/GKRMliIjGRWKRDE=	9P3dKrM=	2006-07-01 00:00:00
438	0	Mr.	Cory	K.	Booth		Remarkable Bike Store	adventure-works\linda3	cory0@adventure-works.com	121-555-0157	OfvFj11NFlpVFhEacTp7Nw+8EqwxHKIv9aJ+2ZgcUMI=	XaJdIYM=	2005-12-01 00:00:00
439	0	Ms.	Shannon	P.	Elliott		Regional Manufacturing	adventure-works\shu0	shannon0@adventure-works.com	425-555-0158	GgQkc8evqVQZvWwqG9L+QxrK0lzeuCIX4JIe535eQ8Y=	2HvuG3I=	2005-09-01 00:00:00
442	0	Ms.	Jauna	E.	Elson		Original Bicycle Supply Company	adventure-works\josé1	jauna0@adventure-works.com	185-555-0190	CkyI2hpILZNVv06ClZJ5hmNstcWHJxU+3sqIAEO7AbM=	bsrg3KE=	2005-07-01 00:00:00
443	0	Sra.	Janaina Barreiro Gambaro		Bueno		Courteous Bicycle Specialists	adventure-works\josé1	janainabarreirogambaro0@adventure-works.com	476-555-0184	VC5UG8CPRifGAgItWSWIpplMzshRj9HJwWt6KBvEFk0=	aNoO9K0=	2007-09-01 00:00:00
444	0	Mr.	Shaun		Beasley		Finer Cycle Shop	adventure-works\garrett1	shaun0@adventure-works.com	396-555-0187	zrx5RFbPSu5mxzlRdxbDIH2wSdDS9S9OvSavFh1QHUA=	XjtM78E=	2006-08-01 00:00:00
448	0	Mr.	Terry		Eminhizer		Action Bicycle Specialists	adventure-works\jae0	terry1@adventure-works.com	1 (11) 500 555-0176	y8RaWYkfTrcpFEipLXAyKC2pL8AJgQhpW2mOmZ8sqF4=	vx5Ko/Q=	2007-09-01 00:00:00
451	0	Mr.	John		Emory		Roadway Bike Emporium	adventure-works\pamela0	john16@adventure-works.com	691-555-0149	EXyX+Acbgfz6Y4iZ9KNW4TsmchGMdgjtJqmn+Xu2Mws=	/4/gh8A=	2007-07-01 00:00:00
452	0	Ms.	Olga	J.	Trau		A Cycle Shop	adventure-works\david8	olga0@adventure-works.com	398-555-0167	PqP7JYEV7uwp4lhZS0eq3xGVazdcCgdpMFK082MmyiE=	4blcnbQ=	2007-07-01 00:00:00
453	0	Mr.	Jon		Ganio		Unique Bikes	adventure-works\jillian0	jon0@adventure-works.com	672-555-0112	bWjEPINRmvLEbxP7M/s7AJTqpJenlAkq34rNVCEXqpc=	+Yo0P+0=	2005-09-01 00:00:00
454	0	Ms.	Gail		Erickson		Sleek Bikes 	adventure-works\jillian0	gail1@adventure-works.com	834-555-0132	yV4p9H28cp19QO/bcSjLxZFYAs22W5SR9HnmTXUEWkM=	qUowBt4=	2007-09-01 00:00:00
455	0	Mr.	James	R.	Tran		Timely Shipping Service	adventure-works\shu0	james15@adventure-works.com	740-555-0159	a+hmmVFjNsedclcbOwkz48GUza0wrQc51JPBj3JdaBM=	X1REDgI=	2007-09-01 00:00:00
456	0	Mr.	Michael		Galos		Riding Excursions	adventure-works\linda3	michael15@adventure-works.com	912-555-0149	Wwwn13Huxc1/wSvPmlYH5pXoqz1XUDSzAdavDQcyTKk=	x+UpoXE=	2006-01-01 00:00:00
457	0	Mr.	Mark	B	Erickson		Retail Sporting Equipment	adventure-works\shu0	mark2@adventure-works.com	962-555-0112	pDvvWVr112kWGzoRmRsd4CgPPnyLtAEQGoYHe7Q65PM=	zYqZHNo=	2006-09-01 00:00:00
460	0	Ms.	Martha	R.	Espinoza		Price-Cutter Discount Bikes	adventure-works\josé1	martha0@adventure-works.com	753-555-0179	pGBoWobCmo+yyzVgDnZL5z3fgTKLorCbJuofCkwniGs=	ZFXGiMU=	2005-09-01 00:00:00
461	0	Mr.	Glenn	J.	Track	II	Active Life Toys	adventure-works\josé1	glenn0@adventure-works.com	907-555-0170	ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=	Vuzh1IE=	2006-09-01 00:00:00
462	0	Mr.	Bob		Gage		General Riding Supplies	adventure-works\garrett1	bob1@adventure-works.com	962-555-0175	SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=	hZbeVTs=	2007-02-01 00:00:00
466	0	Sra.	Janeth		Esteves		Central Bicycle Specialists	adventure-works\jae0	janeth1@adventure-works.com	1 (11) 500 555-0136	X1Y5qQtF/cCa0JcWV87/0KfmpSje5R9/RdWM+fyB7Go=	+iF/Sqs=	2007-09-01 00:00:00
468	0	Mr.	Paul	J.	Fulton		Blue Bicycle Company	adventure-works\michael9	paul3@adventure-works.com	492-555-0146	kdhlX1CwoRb+G+IbaNr94q5wH+aDau5he+dsV5sbuXw=	HfBhcWQ=	2006-08-01 00:00:00
469	0	Ms.	Twanna	R.	Evans		Vast Bike Sales and Rental	adventure-works\pamela0	twanna0@adventure-works.com	554-555-0124	357SDpcamaYl8SbrrrNR4GmwYLlfdnZvJy645g6uNIw=	5hdHSeE=	2005-08-01 00:00:00
470	0	Ms.	Delia	B.	Toone		Wingtip Toys	adventure-works\david8	delia0@adventure-works.com	328-555-0192	UnSgG1XBHKmwMxg5VTpybLrsNrIqNTu91vgwbUeI10o=	k8iQbOY=	2007-09-01 00:00:00
471	0	Mr.	John		Ford		Social Activities Club	adventure-works\jillian0	john19@adventure-works.com	596-555-0153	Uu7MYSoXZONPT3nnOss6MamCI0JtQpdQ0lHxfbTXg2s=	MFN+Ar8=	2005-08-01 00:00:00
472	0	Ms.	Ann	R.	Evans		Summer Sports Place	adventure-works\jillian0	ann1@adventure-works.com	252-555-0127	DLW2IAbnBTdpl45F2NtNmotuCcasAhlznF/e4eBbffs=	r8MY8Co=	2006-09-01 00:00:00
473	0	Ms.	Kay	E.	Krane		Racing Toys	adventure-works\shu0	kay0@adventure-works.com	731-555-0187	GEdCYauvHekFxYpM0bYn4e0ipp8SY+vTyO9aqudo25Y=	hvfA+Y0=	2005-09-01 00:00:00
474	0	Mr.	Mihail		Frintu		Retail Cycle Shop	adventure-works\linda3	mihail1@adventure-works.com	777-555-0163	0drckP/Xt0FMU29UWCYFp/wxtTBNd5PxmzaxMM5VKYc=	hxyAApA=	2006-09-01 00:00:00
475	0	Mr.	John		Evans		Real Sporting Goods	adventure-works\shu0	john17@adventure-works.com	581-555-0172	zI7V47DGDDCr+5PUQzccWY8u8MazpHxzT0wB13+8m50=	Pz84Lbs=	2006-07-01 00:00:00
478	0	Ms.	Ruby Sue	R.	Styles		Major Cycling	adventure-works\josé1	rubysue0@adventure-works.com	512-555-0122	y5SdWw1VGzybXaHVXTc7TQTKtr6N54cV+htK8Ehcr+E=	H8DZOb4=	2005-08-01 00:00:00
479	0	Ms.	Lori		Kane		General Supplies	adventure-works\josé1	lori2@adventure-works.com	765-555-0141	AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=	s0Fgpmc=	2006-08-01 00:00:00
480	0	Ms.	Susan	E.	French		General Bike Corporation	adventure-works\garrett1	susan3@adventure-works.com	994-555-0194	bdpqUxwvIpfkW2ApgaplNkwQ17fOA3rjtmM6B9f2qYE=	MO+/tX0=	2005-07-01 00:00:00
484	0	Mr.	Gary	J.	Suess		Downhill Bicycle Specialists	adventure-works\jae0	gary5@adventure-works.com	1 (11) 500 555-0199	vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=	n/cr6qs=	2006-08-01 00:00:00
487	0	Ms.	Ruth	J.	Suffin		Bike Experts	adventure-works\pamela0	ruth2@adventure-works.com	924-555-0195	miUYjqbbeA6G0zx3zN+MFegYwr7MIqFBLBIHbcxnRhA=	H30Eu1I=	2006-08-01 00:00:00
488	0	Ms.	Margaret	J.	Smith		Bicycle Accessories and Kits	adventure-works\david8	margaret0@adventure-works.com	959-555-0151	3cd7qJyW8ZTgRdwOO9nLYDZg2EM6lehJe/nqKlKKcPY=	i2U3DxA=	2009-05-16 16:33:33.107000000
489	0	Ms.	Dorothy	J.	Fox		Cash & Carry Bikes	adventure-works\jillian0	dorothy1@adventure-works.com	191-555-0198	s7Q4rdzaHWhqJHdZ05GB5VHh1eeVXQopPtyTvqSdehM=	GQqIg64=	2006-09-01 00:00:00
490	0	Ms.	Elizabeth	J.	Sullivan		Extraordinary Bike Works	adventure-works\jillian0	elizabeth4@adventure-works.com	306-555-0112	AURzT7TRCKKvm0AKkEPIhSIpt/3cDoZ1UtFixmM/7MU=	t31Ri34=	2006-09-01 00:00:00
491	0	Ms.	Frances	B.	Adams		Area Bike Accessories	adventure-works\shu0	frances0@adventure-works.com	991-555-0183	bmEI+phqLCE2jKmotM8SBAICQD2IvZEmy8X0LmUpMaw=	jA7oD80=	2009-05-16 16:33:33.090000000
492	0	Mr.	Garth		Fort		Basic Sports Equipment	adventure-works\linda3	garth0@adventure-works.com	768-555-0125	M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=	sQuHPto=	2005-08-01 00:00:00
493	0	Mr.	Michael		Sullivan		Valley Bicycle Distributors	adventure-works\shu0	michael24@adventure-works.com	323-555-0113	zeK7weuXbh2aNM2MR5WVlOvwCXgMuHuiecTgufohN+Y=	ic4F61g=	2006-11-01 00:00:00
496	0	Ms.	Marcia	J.	Sultan		Top Sports Supply	adventure-works\josé1	marcia0@adventure-works.com	613-555-0116	1EcI7xrTOArxMpieU6+v/pzf9gN7zS00aKQWROpwyyA=	eFbn7kk=	2006-07-01 00:00:00
497	0	Ms.	Amy	E.	Alberts		Valley Toy Store	adventure-works\josé1	amy1@adventure-works.com	727-555-0115	dNz/EQlgVlbj0uOpI0Y8Rh+/GFUH1HvBLJJ4pqdSDTE=	yvdbcxM=	2006-09-01 00:00:00
498	0	Ms.	Kelly		Focht		Quick Delivery Service	adventure-works\garrett1	kelly0@adventure-works.com	272-555-0123	xU8UixWEoFZ9PDzLfFA3AiuIaKPV9Z2ALf/Kbpu51Zo=	E7joL4U=	2005-09-01 00:00:00
502	0	Mr.	Krishna		Sunkammurali		Metropolitan Bicycle Supply	adventure-works\jae0	krishna1@adventure-works.com	1 (11) 500 555-0177	rKKXHEQ/Zb5Z596gCAMQepmJHLIzJy+BpJaz5GSv31c=	sEZH3m0=	2006-09-01 00:00:00
504	0	Ms.	Mae	M.	Black		Historic Bicycle Sales	adventure-works\michael9	mae1@adventure-works.com	264-555-0143	qiRmTStKEBxzfmlGc6Ig0CWYVsQnN0PQGgmTEAyux7g=	Zg4TO0Q=	2005-07-01 00:00:00
505	0	Mr.	Brad		Sutton		Honest Repair Service	adventure-works\pamela0	brad0@adventure-works.com	688-555-0115	5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=	BhyhRuI=	2007-07-01 00:00:00
506	0	Mr.	François		Ferrier		Great Bikes 	adventure-works\david8	françois1@adventure-works.com	571-555-0128	Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=	NVfuzjo=	2005-07-01 00:00:00
507	0	Mr.	Mary		Bishop		Global Sporting Goods	adventure-works\jillian0	mary4@adventure-works.com	176-555-0136	uj7ugYIlt8/EjcQMI8uLQKlKQQ/rSZ167vO7ihbVYo8=	toJKEB0=	2005-07-01 00:00:00
508	0	Mr.	Martin	J.	Svoboda	IV	Designer Department Stores	adventure-works\jillian0	martin1@adventure-works.com	132-555-0149	Gj5nPqWCRNrWH1xI56lwl7UvDAGPHZp3Z5QwCiKaDTc=	IrlfUfg=	2005-07-01 00:00:00
509	0	Mr.	Robert	E.	Ahlering		Fun Toys and Bikes	adventure-works\shu0	robert1@adventure-works.com	678-555-0175	d35zXrfhsEHK6QrH/B7ipKUuuilEpY8u8rIunip5YWI=	r/UyVHY=	2007-09-01 00:00:00
510	0	Mr.	Jimmy		Bischoff		World Bike Discount Store	adventure-works\linda3	jimmy1@adventure-works.com	992-555-0111	lbduPisVeIU+cP9cYQejSE4m0OPZJifKl9/E7GrrAyo=	BJUetfg=	2005-07-01 00:00:00
511	0	Mr.	Abraham	L.	Swearengin		Wheel Gallery	adventure-works\shu0	abraham0@adventure-works.com	926-555-0136	CCZ7frrqKu31sPRuEGit5egtq9PHIW51qLxRTi/TAcY=	D5ohtJ8=	2005-07-01 00:00:00
514	0	Mr.	Ryan		Calafato		Retail Mall	adventure-works\josé1	ryan1@adventure-works.com	726-555-0155	7zHYCWMhkitUJXggqG0dMfCqyK0FBDp/XwCeyPYWZ1A=	DBuWFZ4=	2005-07-01 00:00:00
